"Provider","Category","Sku","Tier","Region","RegionDisplay","Available"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E16ds_v7","Standard","westeurope","West Europe","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","francecentral","France Central","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","germanywestcentral","Germany West Central","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","italynorth","Italy North","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","northeurope","North Europe","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E16nds_v6","Standard","westeurope","West Europe","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","francecentral","France Central","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","germanywestcentral","Germany West Central","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","italynorth","Italy North","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","northeurope","North Europe","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","swedencentral","Sweden Central","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E16ns_v6","Standard","westeurope","West Europe","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","italynorth","Italy North","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E16pds_v5","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E16pds_v6","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","italynorth","Italy North","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","norwayeast","Norway East","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","polandcentral","Poland Central","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","spaincentral","Spain Central","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","switzerlandnorth","Switzerland North","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E16ps_v5","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","austriaeast","Austria East","no"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","belgiumcentral","Belgium Central","no"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","denmarkeast","Denmark East","no"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","francesouth","France South","no"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","germanynorth","Germany North","no"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","norwaywest","Norway West","no"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","switzerlandwest","Switzerland West","no"
"Microsoft.Compute","Compute","Standard_E16ps_v6","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16s_v3","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","spaincentral","Spain Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","swedencentral","Sweden Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","switzerlandnorth","Switzerland North","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","switzerlandwest","Switzerland West","yes"
"Microsoft.Compute","Compute","Standard_E16s_v4","Standard","westeurope","West Europe","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","austriaeast","Austria East","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","belgiumcentral","Belgium Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","denmarkeast","Denmark East","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","francecentral","France Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","francesouth","France South","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","germanynorth","Germany North","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","germanywestcentral","Germany West Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","italynorth","Italy North","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","northeurope","North Europe","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","norwayeast","Norway East","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","norwaywest","Norway West","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","polandcentral","Poland Central","yes"
"Microsoft.Compute","Compute","Standard_E16s_v5","Standard","spaincentral","Spain Central","yes"
